OrderID,OrderDate,Category,Quantity,Discount,BasePrice,Sales
417,2023-01-18 08:00:00,Electronics,5,0.1,1005,4522.5
418,2023-01-18 09:00:00,Fashion,4,0.07,442,1644.2399999999998
419,2023-01-18 10:00:00,Grocery,1,0.11,535,476.15000000000003
420,2023-01-18 11:00:00,Sports,2,0.11,276,491.28000000000003
421,2023-01-18 12:00:00,Grocery,5,0.02,238,1166.2
422,2023-01-18 13:00:00,Fashion,2,0.11,293,521.54
423,2023-01-18 14:00:00,Fashion,1,0.14,1309,1125.74
424,2023-01-18 15:00:00,Grocery,5,0.22,1341,5229.900000000001
425,2023-01-18 16:00:00,Electronics,2,0.2,1287,2059.2000000000003
426,2023-01-18 17:00:00,Beauty,3,0.21,1284,3043.08
427,2023-01-18 18:00:00,Fashion,1,0.0,1042,1042.0
428,2023-01-18 19:00:00,Grocery,1,0.07,624,580.3199999999999
429,2023-01-18 20:00:00,Grocery,1,0.2,1931,1544.8000000000002
430,2023-01-18 21:00:00,Home,3,0.15,1724,4396.2
431,2023-01-18 22:00:00,Beauty,3,0.0,1959,5877.0
432,2023-01-18 23:00:00,Sports,4,0.24,1165,3541.6
433,2023-01-19 00:00:00,Electronics,2,0.23,1014,1561.56
434,2023-01-19 01:00:00,Sports,4,0.16,309,1038.24
435,2023-01-19 02:00:00,Beauty,2,0.02,840,1646.3999999999999
436,2023-01-19 03:00:00,Beauty,3,0.23,961,2219.91
437,2023-01-19 04:00:00,Beauty,3,0.18,1398,3439.0800000000004
438,2023-01-19 05:00:00,Sports,4,0.23,1053,3243.2400000000002
439,2023-01-19 06:00:00,Beauty,5,0.23,1402,5397.7
440,2023-01-19 07:00:00,Grocery,4,0.24,1374,4176.96
441,2023-01-19 08:00:00,Sports,2,0.16,1433,2407.44
442,2023-01-19 09:00:00,Beauty,4,0.04,1843,7077.12
443,2023-01-19 10:00:00,Grocery,1,0.2,932,745.6
444,2023-01-19 11:00:00,Home,2,0.19,239,387.18
445,2023-01-19 12:00:00,Beauty,2,0.22,891,1389.96
446,2023-01-19 13:00:00,Sports,5,0.05,645,3063.75
447,2023-01-19 14:00:00,Fashion,3,0.06,1944,5482.08
448,2023-01-19 15:00:00,Beauty,2,0.27,1116,1629.36
449,2023-01-19 16:00:00,Fashion,3,0.22,1653,3868.02
450,2023-01-19 17:00:00,Grocery,4,0.27,156,455.52
451,2023-01-19 18:00:00,Home,1,0.23,211,162.47
452,2023-01-19 19:00:00,Electronics,5,0.18,104,426.40000000000003
453,2023-01-19 20:00:00,Home,3,0.2,1533,3679.2000000000003
454,2023-01-19 21:00:00,Beauty,2,0.27,1537,2244.02
455,2023-01-19 22:00:00,Fashion,3,0.17,1305,3249.45
456,2023-01-19 23:00:00,Fashion,2,0.19,1136,1840.3200000000002
457,2023-01-20 00:00:00,Sports,3,0.05,1462,4166.7
458,2023-01-20 01:00:00,Fashion,2,0.14,1920,3302.4
459,2023-01-20 02:00:00,Sports,4,0.21,1382,4367.12
460,2023-01-20 03:00:00,Grocery,2,0.08,189,347.76
461,2023-01-20 04:00:00,Electronics,2,0.06,715,1344.1999999999998
462,2023-01-20 05:00:00,Beauty,1,0.09,990,900.9
463,2023-01-20 06:00:00,Sports,2,0.07,797,1482.4199999999998
464,2023-01-20 07:00:00,Electronics,1,0.06,1373,1290.62
465,2023-01-20 08:00:00,Fashion,5,0.13,1378,5994.3
466,2023-01-20 09:00:00,Fashion,1,0.27,1711,1249.03
467,2023-01-20 10:00:00,Electronics,4,0.15,997,3389.7999999999997
468,2023-01-20 11:00:00,Fashion,1,0.06,1070,1005.8
469,2023-01-20 12:00:00,Grocery,5,0.02,1231,6031.9
470,2023-01-20 13:00:00,Grocery,4,0.21,767,2423.7200000000003
471,2023-01-20 14:00:00,Electronics,3,0.11,693,1850.31
472,2023-01-20 15:00:00,Sports,3,0.25,688,1548.0
473,2023-01-20 16:00:00,Sports,1,0.2,584,467.20000000000005
474,2023-01-20 17:00:00,Electronics,1,0.24,1081,821.5600000000001
475,2023-01-20 18:00:00,Sports,5,0.08,1071,4926.6
476,2023-01-20 19:00:00,Sports,5,0.21,1381,5454.95
477,2023-01-20 20:00:00,Grocery,2,0.08,738,1357.92
478,2023-01-20 21:00:00,Sports,5,0.28,1096,3945.6
479,2023-01-20 22:00:00,Home,2,0.19,381,617.22
480,2023-01-20 23:00:00,Beauty,4,0.1,1085,3906.0
481,2023-01-21 00:00:00,Fashion,1,0.08,1211,1114.1200000000001
482,2023-01-21 01:00:00,Home,4,0.06,1327,4989.5199999999995
483,2023-01-21 02:00:00,Sports,5,0.21,115,454.25
484,2023-01-21 03:00:00,Grocery,4,0.07,1274,4739.28
485,2023-01-21 04:00:00,Electronics,4,0.18,1035,3394.8
486,2023-01-21 05:00:00,Sports,4,0.08,353,1299.04
487,2023-01-21 06:00:00,Grocery,5,0.2,1311,5244.0
488,2023-01-21 07:00:00,Beauty,4,0.24,428,1301.1200000000001
489,2023-01-21 08:00:00,Sports,2,0.23,643,990.22
490,2023-01-21 09:00:00,Electronics,5,0.23,882,3395.7000000000003
491,2023-01-21 10:00:00,Grocery,4,0.06,1096,4120.96
492,2023-01-21 11:00:00,Grocery,5,0.03,1520,7372.0
493,2023-01-21 12:00:00,Grocery,3,0.21,1640,3886.8
494,2023-01-21 13:00:00,Beauty,2,0.11,1582,2815.96
495,2023-01-21 14:00:00,Sports,4,0.13,1453,5056.44
496,2023-01-21 15:00:00,Beauty,3,0.01,1943,5770.71
497,2023-01-21 16:00:00,Fashion,3,0.08,944,2605.44
498,2023-01-21 17:00:00,Fashion,5,0.01,1292,6395.4
499,2023-01-21 18:00:00,Sports,3,0.26,1816,4031.52
500,2023-01-21 19:00:00,Beauty,2,0.07,465,864.9
501,2023-01-21 20:00:00,Electronics,2,0.17,1301,2159.66
502,2023-01-21 21:00:00,Grocery,1,0.01,754,746.46
503,2023-01-21 22:00:00,Grocery,2,0.2,1485,2376.0
504,2023-01-21 23:00:00,Sports,3,0.1,859,2319.3
505,2023-01-22 00:00:00,Fashion,2,0.27,738,1077.48
506,2023-01-22 01:00:00,Fashion,5,0.27,1898,6927.7
507,2023-01-22 02:00:00,Grocery,1,0.1,1163,1046.7
508,2023-01-22 03:00:00,Sports,3,0.27,1023,2240.37
509,2023-01-22 04:00:00,Beauty,1,0.3,515,360.5
510,2023-01-22 05:00:00,Fashion,3,0.25,1478,3325.5
511,2023-01-22 06:00:00,Beauty,5,0.25,354,1327.5
512,2023-01-22 07:00:00,Fashion,1,0.07,1266,1177.3799999999999
513,2023-01-22 08:00:00,Fashion,4,0.17,1875,6225.0
514,2023-01-22 09:00:00,Home,3,0.02,1863,5477.22
515,2023-01-22 10:00:00,Fashion,4,0.03,1976,7666.88
516,2023-01-22 11:00:00,Electronics,1,0.3,809,566.3
517,2023-01-22 12:00:00,Sports,4,0.1,676,2433.6
518,2023-01-22 13:00:00,Sports,4,0.22,999,3116.88
519,2023-01-22 14:00:00,Beauty,1,0.24,110,83.6
520,2023-01-22 15:00:00,Fashion,5,0.26,1743,6449.1
521,2023-01-22 16:00:00,Electronics,4,0.3,125,350.0
522,2023-01-22 17:00:00,Beauty,4,0.07,1056,3928.3199999999997
523,2023-01-22 18:00:00,Home,5,0.01,520,2574.0
524,2023-01-22 19:00:00,Beauty,4,0.12,1786,6286.72
525,2023-01-22 20:00:00,Beauty,4,0.04,1344,5160.96
526,2023-01-22 21:00:00,Fashion,4,0.01,1976,7824.96
527,2023-01-22 22:00:00,Home,2,0.11,595,1059.1
528,2023-01-22 23:00:00,Beauty,5,0.24,1360,5168.0
529,2023-01-23 00:00:00,Electronics,4,0.17,336,1115.52
530,2023-01-23 01:00:00,Electronics,5,0.09,1108,5041.400000000001
531,2023-01-23 02:00:00,Sports,3,0.2,318,763.2
532,2023-01-23 03:00:00,Home,3,0.07,1610,4491.9
533,2023-01-23 04:00:00,Home,4,0.0,560,2240.0
534,2023-01-23 05:00:00,Sports,5,0.23,762,2933.7000000000003
535,2023-01-23 06:00:00,Beauty,5,0.19,734,2972.7000000000003
536,2023-01-23 07:00:00,Home,5,0.23,1267,4877.95
537,2023-01-23 08:00:00,Electronics,2,0.01,1089,2156.22
538,2023-01-23 09:00:00,Electronics,3,0.25,288,648.0
539,2023-01-23 10:00:00,Fashion,5,0.19,354,1433.7
540,2023-01-23 11:00:00,Home,5,0.17,167,693.05
541,2023-01-23 12:00:00,Beauty,2,0.19,715,1158.3000000000002
542,2023-01-23 13:00:00,Sports,2,0.26,435,643.8
543,2023-01-23 14:00:00,Sports,5,0.18,770,3157.0000000000005
544,2023-01-23 15:00:00,Beauty,1,0.17,920,763.5999999999999
545,2023-01-23 16:00:00,Grocery,5,0.3,973,3405.5
546,2023-01-23 17:00:00,Fashion,5,0.23,1532,5898.2
547,2023-01-23 18:00:00,Sports,2,0.13,399,694.26
548,2023-01-23 19:00:00,Home,2,0.21,1725,2725.5
549,2023-01-23 20:00:00,Fashion,5,0.12,456,2006.4
550,2023-01-23 21:00:00,Home,5,0.07,355,1650.75
551,2023-01-23 22:00:00,Electronics,5,0.18,1107,4538.700000000001
552,2023-01-23 23:00:00,Fashion,2,0.28,452,650.88
553,2023-01-24 00:00:00,Sports,5,0.28,1855,6678.0
554,2023-01-24 01:00:00,Fashion,5,0.1,1644,7398.0
555,2023-01-24 02:00:00,Fashion,4,0.16,623,2093.2799999999997
556,2023-01-24 03:00:00,Fashion,1,0.06,1960,1842.3999999999999
557,2023-01-24 04:00:00,Grocery,3,0.3,1049,2202.8999999999996
558,2023-01-24 05:00:00,Fashion,1,0.29,855,607.05
559,2023-01-24 06:00:00,Home,4,0.19,1817,5887.080000000001
560,2023-01-24 07:00:00,Electronics,3,0.24,383,873.24
561,2023-01-24 08:00:00,Beauty,5,0.21,1435,5668.25
562,2023-01-24 09:00:00,Fashion,4,0.18,198,649.44
563,2023-01-24 10:00:00,Sports,5,0.02,296,1450.3999999999999
564,2023-01-24 11:00:00,Fashion,2,0.14,581,999.3199999999999
565,2023-01-24 12:00:00,Sports,4,0.2,977,3126.4
566,2023-01-24 13:00:00,Home,2,0.2,1349,2158.4
567,2023-01-24 14:00:00,Sports,4,0.11,1968,7006.08
568,2023-01-24 15:00:00,Beauty,4,0.28,714,2056.3199999999997
569,2023-01-24 16:00:00,Electronics,2,0.05,717,1362.3
570,2023-01-24 17:00:00,Sports,3,0.15,1488,3794.4
571,2023-01-24 18:00:00,Sports,1,0.21,467,368.93
572,2023-01-24 19:00:00,Electronics,5,0.21,669,2642.55
573,2023-01-24 20:00:00,Beauty,4,0.19,689,2232.36
574,2023-01-24 21:00:00,Fashion,5,0.08,1198,5510.8
575,2023-01-24 22:00:00,Sports,2,0.05,1165,2213.5
576,2023-01-24 23:00:00,Electronics,5,0.19,521,2110.05
577,2023-01-25 00:00:00,Home,2,0.18,935,1533.4
578,2023-01-25 01:00:00,Electronics,5,0.05,1304,6194.0
579,2023-01-25 02:00:00,Home,1,0.21,644,508.76000000000005
580,2023-01-25 03:00:00,Beauty,1,0.14,170,146.2
581,2023-01-25 04:00:00,Fashion,1,0.2,1691,1352.8000000000002
582,2023-01-25 05:00:00,Electronics,1,0.25,1228,921.0
583,2023-01-25 06:00:00,Grocery,1,0.05,1323,1256.85
584,2023-01-25 07:00:00,Sports,1,0.01,1224,1211.76
585,2023-01-25 08:00:00,Beauty,2,0.23,867,1335.18
586,2023-01-25 09:00:00,Electronics,4,0.18,406,1331.68
587,2023-01-25 10:00:00,Sports,5,0.21,1709,6750.55
588,2023-01-25 11:00:00,Electronics,1,0.25,1806,1354.5
589,2023-01-25 12:00:00,Home,2,0.24,476,723.52
590,2023-01-25 13:00:00,Electronics,2,0.29,754,1070.6799999999998
591,2023-01-25 14:00:00,Grocery,2,0.16,777,1305.36
592,2023-01-25 15:00:00,Electronics,4,0.15,498,1693.2
593,2023-01-25 16:00:00,Electronics,5,0.12,1896,8342.4
594,2023-01-25 17:00:00,Grocery,4,0.05,320,1216.0
595,2023-01-25 18:00:00,Beauty,3,0.17,1718,4277.82
596,2023-01-25 19:00:00,Electronics,2,0.08,281,517.0400000000001
597,2023-01-25 20:00:00,Grocery,3,0.28,406,876.9599999999999
598,2023-01-25 21:00:00,Sports,1,0.17,621,515.43
599,2023-01-25 22:00:00,Home,1,0.18,1519,1245.5800000000002
600,2023-01-25 23:00:00,Home,4,0.11,1113,3962.28
601,2023-01-26 00:00:00,Electronics,5,0.02,103,504.7
602,2023-01-26 01:00:00,Beauty,3,0.01,962,2857.14
603,2023-01-26 02:00:00,Beauty,5,0.13,947,4119.45
604,2023-01-26 03:00:00,Sports,4,0.03,903,3503.64
605,2023-01-26 04:00:00,Electronics,1,0.18,1404,1151.2800000000002
606,2023-01-26 05:00:00,Home,5,0.26,314,1161.8
607,2023-01-26 06:00:00,Beauty,5,0.26,1071,3962.7
608,2023-01-26 07:00:00,Electronics,1,0.2,1733,1386.4
609,2023-01-26 08:00:00,Beauty,3,0.06,1543,4351.259999999999
610,2023-01-26 09:00:00,Grocery,1,0.26,200,148.0
611,2023-01-26 10:00:00,Beauty,5,0.27,1062,3876.2999999999997
612,2023-01-26 11:00:00,Home,3,0.06,1644,4636.08
613,2023-01-26 12:00:00,Fashion,3,0.22,672,1572.48
614,2023-01-26 13:00:00,Sports,1,0.09,1432,1303.1200000000001
615,2023-01-26 14:00:00,Sports,5,0.24,757,2876.6
616,2023-01-26 15:00:00,Home,4,0.3,1038,2906.3999999999996
617,2023-01-26 16:00:00,Beauty,5,0.01,1633,8083.35
618,2023-01-26 17:00:00,Electronics,2,0.27,1186,1731.56
619,2023-01-26 18:00:00,Beauty,4,0.19,1756,5689.4400000000005
620,2023-01-26 19:00:00,Home,3,0.29,325,692.25
621,2023-01-26 20:00:00,Sports,4,0.14,204,701.76
622,2023-01-26 21:00:00,Beauty,3,0.25,871,1959.75
623,2023-01-26 22:00:00,Sports,3,0.02,1984,5832.96
624,2023-01-26 23:00:00,Electronics,4,0.1,1548,5572.8
625,2023-01-27 00:00:00,Sports,3,0.02,1378,4051.3199999999997
626,2023-01-27 01:00:00,Sports,3,0.29,528,1124.6399999999999
627,2023-01-27 02:00:00,Fashion,2,0.25,533,799.5
628,2023-01-27 03:00:00,Fashion,5,0.26,1330,4921.0
629,2023-01-27 04:00:00,Grocery,5,0.28,1151,4143.599999999999
630,2023-01-27 05:00:00,Fashion,2,0.03,781,1515.1399999999999
631,2023-01-27 06:00:00,Sports,4,0.12,1459,5135.68
632,2023-01-27 07:00:00,Home,1,0.02,687,673.26
633,2023-01-27 08:00:00,Sports,1,0.06,1751,1645.9399999999998
634,2023-01-27 09:00:00,Home,1,0.07,1192,1108.56
635,2023-01-27 10:00:00,Home,2,0.14,965,1659.8
636,2023-01-27 11:00:00,Fashion,2,0.08,845,1554.8
637,2023-01-27 12:00:00,Beauty,3,0.03,1636,4760.76
638,2023-01-27 13:00:00,Electronics,1,0.05,1290,1225.5
639,2023-01-27 14:00:00,Fashion,4,0.04,963,3697.92
640,2023-01-27 15:00:00,Fashion,4,0.29,1853,5262.5199999999995
641,2023-01-27 16:00:00,Beauty,1,0.23,1908,1469.16
642,2023-01-27 17:00:00,Electronics,1,0.29,467,331.57
643,2023-01-27 18:00:00,Sports,1,0.13,350,304.5
644,2023-01-27 19:00:00,Grocery,2,0.08,958,1762.72
645,2023-01-27 20:00:00,Grocery,2,0.24,955,1451.6
646,2023-01-27 21:00:00,Sports,2,0.1,1809,3256.2000000000003
647,2023-01-27 22:00:00,Fashion,5,0.09,1293,5883.150000000001
648,2023-01-27 23:00:00,Electronics,4,0.07,1881,6997.32
649,2023-01-28 00:00:00,Fashion,4,0.04,1213,4657.92
650,2023-01-28 01:00:00,Home,3,0.08,660,1821.6000000000001
651,2023-01-28 02:00:00,Fashion,2,0.11,1569,2792.82
652,2023-01-28 03:00:00,Fashion,5,0.2,393,1572.0
653,2023-01-28 04:00:00,Sports,5,0.02,1018,4988.2
654,2023-01-28 05:00:00,Sports,4,0.06,1273,4786.48
655,2023-01-28 06:00:00,Sports,2,0.24,1255,1907.6
656,2023-01-28 07:00:00,Grocery,3,0.04,532,1532.1599999999999
657,2023-01-28 08:00:00,Home,2,0.1,158,284.40000000000003
658,2023-01-28 09:00:00,Sports,1,0.26,1068,790.3199999999999
659,2023-01-28 10:00:00,Electronics,2,0.05,935,1776.5
660,2023-01-28 11:00:00,Grocery,1,0.02,298,292.04
661,2023-01-28 12:00:00,Beauty,1,0.15,314,266.9
662,2023-01-28 13:00:00,Electronics,3,0.09,997,2721.81
663,2023-01-28 14:00:00,Electronics,4,0.17,1684,5590.88
664,2023-01-28 15:00:00,Sports,2,0.24,571,867.92
665,2023-01-28 16:00:00,Beauty,1,0.04,1867,1792.32
666,2023-01-28 17:00:00,Beauty,2,0.17,346,574.36
667,2023-01-28 18:00:00,Grocery,4,0.15,481,1635.3999999999999
668,2023-01-28 19:00:00,Beauty,4,0.04,1090,4185.599999999999
669,2023-01-28 20:00:00,Home,5,0.19,1362,5516.1
670,2023-01-28 21:00:00,Sports,4,0.08,1026,3775.6800000000003
671,2023-01-28 22:00:00,Beauty,3,0.15,1490,3799.5
672,2023-01-28 23:00:00,Grocery,1,0.02,1291,1265.18
673,2023-01-29 00:00:00,Home,5,0.14,659,2833.7
674,2023-01-29 01:00:00,Fashion,3,0.09,1174,3205.02
675,2023-01-29 02:00:00,Fashion,2,0.25,1934,2901.0
676,2023-01-29 03:00:00,Home,1,0.02,1733,1698.34
677,2023-01-29 04:00:00,Grocery,4,0.13,1851,6441.48
678,2023-01-29 05:00:00,Home,1,0.14,788,677.68
679,2023-01-29 06:00:00,Sports,2,0.22,479,747.24
680,2023-01-29 07:00:00,Sports,5,0.17,573,2377.95
681,2023-01-29 08:00:00,Fashion,5,0.2,1203,4812.0
682,2023-01-29 09:00:00,Beauty,5,0.23,796,3064.6
683,2023-01-29 10:00:00,Grocery,4,0.26,1490,4410.4
684,2023-01-29 11:00:00,Fashion,3,0.09,1584,4324.32
685,2023-01-29 12:00:00,Beauty,3,0.16,1010,2545.2
686,2023-01-29 13:00:00,Beauty,1,0.25,1662,1246.5
687,2023-01-29 14:00:00,Sports,4,0.3,1575,4410.0
688,2023-01-29 15:00:00,Electronics,5,0.27,1587,5792.55
689,2023-01-29 16:00:00,Electronics,5,0.11,1059,4712.55
690,2023-01-29 17:00:00,Home,2,0.06,577,1084.76
691,2023-01-29 18:00:00,Sports,2,0.15,1103,1875.1
692,2023-01-29 19:00:00,Beauty,5,0.22,1025,3997.5
693,2023-01-29 20:00:00,Grocery,5,0.15,1543,6557.75
694,2023-01-29 21:00:00,Electronics,4,0.14,806,2772.64
695,2023-01-29 22:00:00,Beauty,3,0.25,1337,3008.25
696,2023-01-29 23:00:00,Electronics,2,0.11,1492,2655.76
697,2023-01-30 00:00:00,Electronics,3,0.26,953,2115.66
698,2023-01-30 01:00:00,Electronics,4,0.12,1237,4354.24
699,2023-01-30 02:00:00,Grocery,5,0.1,1116,5022.0
700,2023-01-30 03:00:00,Sports,3,0.14,853,2200.74
701,2023-01-30 04:00:00,Grocery,5,0.23,602,2317.7000000000003
702,2023-01-30 05:00:00,Fashion,5,0.04,1759,8443.199999999999
703,2023-01-30 06:00:00,Beauty,1,0.06,916,861.04
704,2023-01-30 07:00:00,Sports,3,0.29,687,1463.31
705,2023-01-30 08:00:00,Sports,3,0.05,1434,4086.8999999999996
706,2023-01-30 09:00:00,Sports,5,0.17,1592,6606.799999999999
707,2023-01-30 10:00:00,Sports,4,0.17,1947,6464.04
708,2023-01-30 11:00:00,Grocery,1,0.15,807,685.9499999999999
709,2023-01-30 12:00:00,Sports,5,0.19,1986,8043.3
710,2023-01-30 13:00:00,Home,2,0.07,1167,2170.62
711,2023-01-30 14:00:00,Beauty,2,0.17,1538,2553.08
712,2023-01-30 15:00:00,Sports,1,0.11,1821,1620.69
713,2023-01-30 16:00:00,Beauty,4,0.2,1978,6329.6
714,2023-01-30 17:00:00,Home,5,0.04,1369,6571.2
715,2023-01-30 18:00:00,Home,3,0.17,1207,3005.43
716,2023-01-30 19:00:00,Beauty,1,0.06,306,287.64
717,2023-01-30 20:00:00,Electronics,4,0.08,250,920.0
718,2023-01-30 21:00:00,Fashion,3,0.07,767,2139.93
719,2023-01-30 22:00:00,Electronics,2,0.05,627,1191.3
720,2023-01-30 23:00:00,Electronics,2,0.25,264,396.0
721,2023-01-31 00:00:00,Grocery,3,0.09,1016,2773.6800000000003
722,2023-01-31 01:00:00,Electronics,1,0.28,1268,912.9599999999999
723,2023-01-31 02:00:00,Sports,2,0.29,1109,1574.78
724,2023-01-31 03:00:00,Grocery,5,0.17,136,564.4
725,2023-01-31 04:00:00,Grocery,3,0.04,432,1244.1599999999999
726,2023-01-31 05:00:00,Home,3,0.11,502,1340.34
727,2023-01-31 06:00:00,Electronics,2,0.24,513,779.76
728,2023-01-31 07:00:00,Home,1,0.11,144,128.16
729,2023-01-31 08:00:00,Beauty,5,0.03,1525,7396.25
730,2023-01-31 09:00:00,Fashion,1,0.17,305,253.14999999999998
731,2023-01-31 10:00:00,Grocery,4,0.25,161,483.0
732,2023-01-31 11:00:00,Beauty,4,0.24,519,1577.76
733,2023-01-31 12:00:00,Beauty,2,0.05,967,1837.3
734,2023-01-31 13:00:00,Sports,2,0.2,1591,2545.6000000000004
735,2023-01-31 14:00:00,Fashion,2,0.07,919,1709.34
736,2023-01-31 15:00:00,Beauty,4,0.07,118,438.96
737,2023-01-31 16:00:00,Beauty,1,0.26,464,343.36
738,2023-01-31 17:00:00,Fashion,1,0.07,1423,1323.3899999999999
739,2023-01-31 18:00:00,Fashion,2,0.08,1130,2079.2000000000003
740,2023-01-31 19:00:00,Beauty,5,0.0,1884,9420.0
741,2023-01-31 20:00:00,Fashion,1,0.26,527,389.98
742,2023-01-31 21:00:00,Beauty,4,0.24,1240,3769.6
743,2023-01-31 22:00:00,Beauty,3,0.19,679,1649.97
744,2023-01-31 23:00:00,Sports,3,0.23,1630,3765.3
745,2023-02-01 00:00:00,Electronics,3,0.05,645,1838.25
746,2023-02-01 01:00:00,Beauty,5,0.14,1829,7864.7
747,2023-02-01 02:00:00,Home,2,0.11,424,754.72
748,2023-02-01 03:00:00,Grocery,4,0.03,154,597.52
749,2023-02-01 04:00:00,Electronics,5,0.15,877,3727.25
750,2023-02-01 05:00:00,Electronics,4,0.28,1091,3142.08
751,2023-02-01 06:00:00,Electronics,4,0.01,141,558.36
752,2023-02-01 07:00:00,Sports,2,0.09,1420,2584.4
753,2023-02-01 08:00:00,Beauty,3,0.06,330,930.5999999999999
754,2023-02-01 09:00:00,Sports,2,0.07,552,1026.72
755,2023-02-01 10:00:00,Beauty,5,0.27,493,1799.45
756,2023-02-01 11:00:00,Sports,5,0.14,1645,7073.5
757,2023-02-01 12:00:00,Sports,5,0.14,1481,6368.3
758,2023-02-01 13:00:00,Grocery,2,0.23,1567,2413.18
759,2023-02-01 14:00:00,Home,4,0.05,1251,4753.8
760,2023-02-01 15:00:00,Sports,4,0.15,790,2686.0
761,2023-02-01 16:00:00,Grocery,1,0.13,1528,1329.36
762,2023-02-01 17:00:00,Fashion,5,0.18,491,2013.1000000000001
763,2023-02-01 18:00:00,Home,4,0.3,1316,3684.7999999999997
764,2023-02-01 19:00:00,Sports,1,0.23,703,541.3100000000001
765,2023-02-01 20:00:00,Electronics,4,0.12,980,3449.6
766,2023-02-01 21:00:00,Fashion,5,0.25,1866,6997.5
767,2023-02-01 22:00:00,Fashion,3,0.05,1201,3422.85
768,2023-02-01 23:00:00,Grocery,5,0.01,184,910.8
769,2023-02-02 00:00:00,Fashion,2,0.06,1153,2167.64
770,2023-02-02 01:00:00,Home,4,0.1,1848,6652.8
771,2023-02-02 02:00:00,Sports,4,0.15,148,503.2
772,2023-02-02 03:00:00,Sports,2,0.18,1900,3116.0000000000005
773,2023-02-02 04:00:00,Electronics,2,0.27,1268,1851.28
774,2023-02-02 05:00:00,Grocery,3,0.15,168,428.4
775,2023-02-02 06:00:00,Electronics,4,0.15,1181,4015.4
776,2023-02-02 07:00:00,Fashion,4,0.02,796,3120.32
777,2023-02-02 08:00:00,Electronics,3,0.01,1697,5040.09
778,2023-02-02 09:00:00,Home,1,0.17,578,479.73999999999995
779,2023-02-02 10:00:00,Sports,3,0.13,919,2398.59
780,2023-02-02 11:00:00,Fashion,5,0.25,1568,5880.0
781,2023-02-02 12:00:00,Electronics,4,0.05,1419,5392.2
782,2023-02-02 13:00:00,Grocery,2,0.01,1801,3565.98
783,2023-02-02 14:00:00,Home,5,0.13,1294,5628.9
784,2023-02-02 15:00:00,Home,4,0.07,1698,6316.5599999999995
785,2023-02-02 16:00:00,Electronics,3,0.01,246,730.62
786,2023-02-02 17:00:00,Sports,5,0.22,1607,6267.3
787,2023-02-02 18:00:00,Electronics,4,0.03,1429,5544.5199999999995
788,2023-02-02 19:00:00,Fashion,1,0.18,1796,1472.72
789,2023-02-02 20:00:00,Electronics,1,0.08,1776,1633.92
790,2023-02-02 21:00:00,Home,2,0.05,1969,3741.1
791,2023-02-02 22:00:00,Electronics,4,0.11,1115,3969.4
792,2023-02-02 23:00:00,Sports,1,0.24,708,538.08
793,2023-02-03 00:00:00,Grocery,3,0.12,545,1438.8
794,2023-02-03 01:00:00,Beauty,4,0.23,320,985.6
795,2023-02-03 02:00:00,Electronics,3,0.04,1678,4832.639999999999
796,2023-02-03 03:00:00,Sports,3,0.23,1927,4451.37
797,2023-02-03 04:00:00,Sports,1,0.07,1501,1395.9299999999998
798,2023-02-03 05:00:00,Grocery,4,0.2,1743,5577.6
799,2023-02-03 06:00:00,Home,5,0.17,1389,5764.349999999999
800,2023-02-03 07:00:00,Sports,1,0.28,194,139.68
801,2023-02-03 08:00:00,Sports,1,0.12,361,317.68
802,2023-02-03 09:00:00,Sports,4,0.02,1948,7636.16
803,2023-02-03 10:00:00,Sports,4,0.01,996,3944.16
804,2023-02-03 11:00:00,Fashion,3,0.25,1194,2686.5
805,2023-02-03 12:00:00,Fashion,4,0.16,318,1068.48
806,2023-02-03 13:00:00,Home,3,0.23,1656,3825.36
807,2023-02-03 14:00:00,Electronics,1,0.07,191,177.63
808,2023-02-03 15:00:00,Sports,2,0.1,226,406.8
809,2023-02-03 16:00:00,Grocery,5,0.01,179,886.05
810,2023-02-03 17:00:00,Electronics,1,0.29,1947,1382.37
811,2023-02-03 18:00:00,Grocery,4,0.2,1361,4355.2
812,2023-02-03 19:00:00,Electronics,5,0.28,1082,3895.2
813,2023-02-03 20:00:00,Home,2,0.08,1495,2750.8
814,2023-02-03 21:00:00,Sports,2,0.18,1015,1664.6000000000001
815,2023-02-03 22:00:00,Sports,3,0.2,585,1404.0
816,2023-02-03 23:00:00,Beauty,5,0.1,793,3568.5
817,2023-02-04 00:00:00,Grocery,3,0.25,124,279.0
818,2023-02-04 01:00:00,Electronics,1,0.28,255,183.6
819,2023-02-04 02:00:00,Electronics,5,0.27,1640,5986.0
820,2023-02-04 03:00:00,Fashion,1,0.22,731,570.1800000000001
821,2023-02-04 04:00:00,Beauty,3,0.08,1912,5277.12
822,2023-02-04 05:00:00,Fashion,5,0.08,1653,7603.8
823,2023-02-04 06:00:00,Fashion,3,0.29,1833,3904.29
824,2023-02-04 07:00:00,Fashion,5,0.0,1180,5900.0
825,2023-02-04 08:00:00,Grocery,3,0.21,1728,4095.36
826,2023-02-04 09:00:00,Grocery,2,0.21,118,186.44
827,2023-02-04 10:00:00,Home,3,0.19,1507,3662.01
828,2023-02-04 11:00:00,Home,2,0.3,1988,2783.2
829,2023-02-04 12:00:00,Fashion,3,0.09,1316,3592.6800000000003
830,2023-02-04 13:00:00,Beauty,5,0.1,336,1512.0
